,Date,SP500-PE,SP500-Price,SP500-EPS,SP500-Index,EPS-GR,gdp,IPMAN,GS10,AMTMNO,CPIFABSL,LES1252881600Q,PCE,PPIACO,TTLCONS,SLRTTO01USQ657S,HousingSales,UnemploymentRate
0,1969-08-01,16.04,94.18,5.8715710723192025,100.0,,,,6.69,,38.4,,609.9,35.7,,,24900,3.5
1,1969-09-01,16.05,94.51,5.888473520249221,100.2878692554656,0.2878692554656004,,,7.16,,38.6,,613.2,35.8,,,26000,3.7
2,1969-10-01,16.32,95.52,5.852941176470588,99.68271020448951,-0.603421984601693,1038.147,,7.1,,38.7,,618.5,35.9,,1.12968594230978,24400,3.7
3,1969-11-01,16.54,96.21,5.816807738814994,99.06731379336642,-0.617355216226223,,,7.14,,39.1,,620.5,36.1,,,24900,3.5
4,1969-12-01,15.76,91.11,5.781091370558376,98.4590205816058,-0.6140200924690364,,,7.65,,39.5,,622.8,36.3,,,25100,3.5
5,1970-01-01,15.76,90.31,5.730329949238579,97.59449180907495,-0.8780594885303583,1051.2,,7.79,,39.6,,628.7,36.5,,-0.711919951634355,23600,3.9
6,1970-02-01,15.35,87.16,5.678175895765472,96.70624481639219,-0.9101404968842486,,,7.24,,39.8,,634.0,36.7,,,24100,4.2
7,1970-03-01,15.75,88.65,5.628571428571429,95.86142038042654,-0.8735986363338277,,,7.07,,39.8,,632.3,36.7,,,24100,4.4
8,1970-04-01,15.37,85.95,5.59206245933637,95.23962820955126,-0.6486365092523094,1067.375,,7.39,,39.9,,636.0,36.8,,0.497719502566689,24200,4.6
9,1970-05-01,13.69,76.06,5.555880204528854,94.62340038292929,-0.6470288032478511,,,7.91,,40.1,,642.4,36.8,,,25700,4.8
10,1970-06-01,13.69,75.59,5.52154857560263,94.03869096694221,-0.6179332106232005,,,7.84,,40.1,,646.3,36.9,,,23800,4.9
11,1970-07-01,13.85,75.72,5.467148014440434,93.11218321472133,-0.9852410137722756,1086.059,,7.46,,40.2,,648.5,37.1,,0.770783495316244,22900,5.0
12,1970-08-01,14.39,77.92,5.414871438498958,92.22184951531457,-0.9561946339004757,,,7.53,,40.2,,652.9,36.9,,,23500,5.1
13,1970-09-01,15.41,82.58,5.3588578844905905,91.2678705322033,-1.0344392225107857,,,7.39,,40.4,,659.1,37.1,,,22600,5.4
14,1970-10-01,15.97,84.37,5.283030682529743,89.9764410148408,-1.4149881111851004,1088.608,,7.33,,40.5,,658.3,37.1,,-0.985917898087871,22100,5.5
15,1970-11-01,16.19,84.28,5.205682520074119,88.65910768951886,-1.4640869437197002,,,6.84,,40.4,,656.6,37.1,,,23500,5.9
16,1970-12-01,17.55,90.05,5.131054131054131,87.3880954152774,-1.4335947060199472,,,6.39,,40.5,,665.6,37.1,,,22300,6.1
17,1971-01-01,18.12,93.49,5.159492273730684,87.87243158912737,0.5542358733742425,1135.156,,6.24,,40.5,,676.1,37.3,,3.53309244752175,23900,5.9
18,1971-02-01,18.71,97.11,5.190272581507215,88.39665768462064,0.5965762936257946,,,6.11,,40.5,,679.4,37.7,,,24500,5.9
19,1971-03-01,19.08,99.6,5.220125786163522,88.90509408585994,0.5751760468741596,,,5.7,,40.9,,682.0,37.8,,,24300,6.0
20,1971-04-01,19.61,103.0,5.252422233554309,89.45514188385127,0.6186909801367602,1156.271,,5.83,,41.1,,688.8,37.9,,1.57107414585887,25800,5.9
21,1971-05-01,19.22,101.6,5.286160249739854,90.0297413525454,0.6423325217461473,,,6.39,,41.3,,691.1,38.1,,,25500,5.9
22,1971-06-01,18.74,99.72,5.3212379935965854,90.62715801368574,0.663577004848781,,,6.52,,41.5,,699.8,38.2,,,26100,5.9
23,1971-07-01,18.48,99.0,5.357142857142857,91.23866152959377,0.6747464328691555,1177.675,,6.73,,41.6,,698.9,38.3,,1.30067153942182,25200,6.0
24,1971-08-01,18.03,97.24,5.393233499722684,91.8533290885027,0.6736919948234332,,,6.58,,41.6,,704.9,38.5,,,25300,6.1
25,1971-09-01,18.31,99.4,5.428727471327145,92.45783461466064,0.6581204319502598,,,6.14,,41.6,,713.0,38.3,,,25400,6.0
26,1971-10-01,17.62,97.29,5.521566401816118,94.0389945690492,1.7101416672566483,1190.297,,5.93,,41.7,,715.8,38.3,,2.59716840310181,25600,5.8
27,1971-11-01,16.54,92.78,5.6094316807738815,95.53544718582826,1.5913107361864354,,,5.81,,41.9,,720.9,38.3,,,25700,6.0
28,1971-12-01,17.4,99.17,5.6994252873563225,97.06814781184477,1.6043266359922148,,,5.93,,42.3,,728.4,38.6,,,25300,6.0
29,1972-01-01,18.01,103.3,5.735702387562465,97.685990971015,0.6365045311957918,1230.609,36.0856,5.95,,42.2,,731.5,38.8,,0.163868020725147,24700,5.8
30,1972-02-01,18.22,105.2,5.773874862788145,98.33611467309603,0.6655239872357166,,36.3699,6.08,,42.6,,736.2,39.2,,,26500,5.7
31,1972-03-01,18.54,107.7,5.80906148867314,98.93538572766741,0.6094109540157877,,36.6126,6.07,,42.6,,749.2,39.2,,,27400,5.8
32,1972-04-01,18.56,108.8,5.862068965517242,99.83816755881986,0.912496398040541,1266.369,37.0278,6.19,,42.6,,752.5,39.3,,2.71319130567349,26700,5.7
33,1972-05-01,18.2,107.7,5.917582417582418,100.78362919730512,0.9469941822882966,,37.0977,6.13,,42.7,,758.0,39.5,,,27000,5.7
34,1972-06-01,18.09,108.0,5.970149253731344,101.67890638123885,0.8883160797682921,,37.2049,6.11,,42.8,,761.6,39.7,,,26800,5.7
35,1972-07-01,17.79,107.2,6.025857223159079,102.62768088710088,0.933108487914569,1290.566,37.1972,6.11,,43.1,,769.9,40.0,,1.90582963672671,27700,5.6
36,1972-08-01,18.25,111.0,6.082191780821918,103.58712695305114,0.9348803925577576,,37.6906,6.21,,43.1,,776.3,40.1,,,28100,5.6
37,1972-09-01,17.82,109.4,6.139169472502806,104.55752637390634,0.9367953812398078,,37.9677,6.55,,43.5,,781.1,40.2,,,28000,5.5
38,1972-10-01,17.58,109.6,6.234357224118317,106.17868961016967,1.5504988425853794,1328.904,38.5217,6.48,,43.7,,794.9,40.1,,3.15773720814598,28900,5.6
39,1972-11-01,18.19,115.1,6.3276525563496415,107.7676226415887,1.4964707487469697,,39.0233,6.28,,43.9,,800.5,40.3,,,29100,5.3
40,1972-12-01,18.3,117.5,6.420765027322404,109.35344132326541,1.4715168088571318,,39.5934,6.36,,44.1,,806.1,41.1,,,29700,5.2
41,1973-01-01,18.09,118.4,6.545052515201769,111.47020847720998,1.9357115133552094,1377.49,39.888,6.46,,44.8,,816.5,41.6,,3.12738433808085,29900,4.9
42,1973-02-01,17.11,114.2,6.674459380479252,113.6741648575995,1.977170771004788,,40.5253,6.64,,45.5,,825.8,42.4,,,29700,5.0
43,1973-03-01,16.53,112.4,6.799758015728978,115.80815308164452,1.8772851568500837,,40.6055,6.71,,46.5,,832.8,43.4,,,31400,4.9
44,1973-04-01,15.89,110.3,6.9414726242920075,118.22172530648099,2.084112526287263,1413.887,40.5511,6.67,,47.2,,835.7,43.6,,-1.50186859716426,32800,5.0
45,1973-05-01,15.13,107.2,7.085261070720422,120.67061751365,2.0714400849932035,,40.8108,6.85,,47.8,,841.6,44.5,,,32000,4.9
46,1973-06-01,14.5,104.8,7.227586206896552,123.09458776663908,2.0087493566649517,,40.8257,6.9,,48.3,,844.3,45.5,,,33100,4.9
47,1973-07-01,14.33,105.8,7.383112351709699,125.74338725995283,2.15184074407504,1433.838,41.0082,7.13,,48.4,,854.1,44.9,,-0.680495517015727,34200,4.8
48,1973-08-01,13.77,103.8,7.538126361655774,128.38346447330494,2.099575389912345,,40.8993,7.4,,50.9,,853.3,47.5,,,33200,4.8
49,1973-09-01,13.73,105.6,7.691187181354697,130.99027648006935,2.030488908722705,,41.2452,7.09,,50.9,,869.2,46.7,,,33200,4.8
50,1973-10-01,13.99,109.8,7.848463187991422,133.6688782495035,2.0448859575021183,1476.289,41.6391,6.79,,51.2,,868.2,46.3,,-1.28978195525013,33300,4.6
51,1973-11-01,12.74,102.0,8.006279434850864,136.356680967305,2.0107917063420633,,41.9302,6.73,,51.8,,876.9,46.5,,,34000,4.8
52,1973-12-01,11.62,94.78,8.156626506024097,138.91727453453652,1.877864398771556,,41.942,6.74,,52.3,,876.6,47.4,,,35700,4.9
53,1974-01-01,11.68,96.11,8.22859589041096,140.1430007243489,0.8823425264563811,1491.209,41.5782,6.99,,52.9,,884.5,49.0,,-2.29032524980775,34200,5.1
54,1974-02-01,11.27,93.45,8.29192546583851,141.2215804545017,0.7696279689874075,,41.4109,6.96,,54.0,,889.7,50.0,,,34900,5.2
55,1974-03-01,11.66,97.44,8.356775300171526,142.32605204369426,0.7820841443906712,,41.3949,7.21,,54.5,,901.4,50.6,,,36000,5.1
56,1974-04-01,10.89,92.46,8.490358126721762,144.60113012594718,1.5984972881524673,1530.056,41.2343,7.51,,54.4,,910.8,51.0,,0.697460426103969,35700,5.1
57,1974-05-01,10.41,89.67,8.613832853025936,146.70405496128268,1.4542934992996415,,41.5027,7.58,,54.8,,922.4,51.8,,,35700,5.1
58,1974-06-01,10.27,89.79,8.742940603700099,148.9029170560093,1.4988420703892391,,41.5264,7.54,,54.9,,928.0,52.0,,,35100,5.4
59,1974-07-01,8.95,79.31,8.861452513966482,150.92131909537306,1.3555154454123475,1560.026,41.5095,7.81,,54.8,,937.9,54.0,,0.41700383197811,36800,5.5
60,1974-08-01,8.46,76.03,8.986997635933806,153.05950528814847,1.4167555687902622,,41.1198,8.04,,55.5,,954.8,55.9,,,35700,5.5
61,1974-09-01,7.48,68.12,9.106951871657754,155.10247188510337,1.3347531687815328,,41.1793,8.04,,56.6,,955.1,55.9,,,36200,5.9
62,1974-10-01,7.68,69.44,9.041666666666666,153.9905854038366,-0.7168721863378469,1599.679,40.8682,7.9,,57.2,,959.2,56.9,,-5.3602919841609,37200,6.0
63,1974-11-01,8.0,71.74,8.9675,152.72743682310468,-0.8202764976958488,,39.6248,7.68,,57.9,,956.2,57.4,,,37300,6.6
64,1974-12-01,7.54,67.07,8.89522546419098,151.496513533259,-0.805960811921036,,37.7976,7.43,,58.6,,961.8,57.3,,,37400,7.2
65,1975-01-01,8.3,72.56,8.742168674698794,148.88977016581933,-1.7206622823484174,1616.116,37.0086,7.5,,58.8,,975.6,57.4,,0.505058282013877,37200,8.1
66,1975-02-01,9.32,80.1,8.594420600858369,146.3734406856745,-1.6900620353852425,,35.9633,7.39,,59.0,,989.4,57.2,,,37900,8.1
67,1975-03-01,9.91,83.78,8.454086781029263,143.98338497314649,-1.6328479410827268,,35.4655,7.73,,58.9,,990.6,56.9,,,38800,8.6
68,1975-04-01,10.22,84.72,8.289628180039138,141.18245488195768,-1.9453147956697725,1651.853,35.4631,8.23,,58.8,,995.0,57.5,,2.15760985887225,39200,8.8
69,1975-05-01,11.09,90.1,8.124436429215509,138.3690383569938,-1.992752234912054,,35.3924,8.06,,59.0,,1018.9,57.9,,,39500,9.0
70,1975-06-01,11.61,92.4,7.9586563307493545,135.54560155576516,-2.0405119777909597,,35.6964,7.86,,59.6,,1026.8,58.0,,,37900,8.8
71,1975-07-01,11.72,92.49,7.891638225255972,134.40420167031832,-0.8420781436993208,1709.82,36.2085,8.06,,60.6,,1039.8,58.7,,1.76475989803566,38600,8.6
72,1975-08-01,10.95,85.71,7.8273972602739725,133.31009986705723,-0.8140383928954775,,36.5947,8.4,,60.7,,1047.0,59.0,,,38200,8.4
73,1975-09-01,10.91,84.67,7.76076993583868,132.17535545853943,-0.8512066299923626,,37.2364,8.43,,61.0,,1054.8,59.4,,,39700,8.4
74,1975-10-01,11.32,88.57,7.824204946996466,133.2557308874743,0.8173803847070227,1761.831,37.434,8.14,,61.6,,1060.9,59.8,,0.126686433965556,40700,8.4
75,1975-11-01,11.41,90.07,7.893952673093777,134.4436195332599,0.8914353160455635,,37.5107,8.05,,62.0,,1075.8,59.5,,,41100,8.3
76,1975-12-01,11.14,88.7,7.96229802513465,135.60762404242914,0.8657937901480617,,38.0449,8.0,,62.3,,1092.1,59.7,,,42100,8.2
77,1976-01-01,11.82,96.86,8.194585448392555,139.56376151222824,2.917341482630298,1820.487,38.5249,7.74,,62.2,,1107.1,59.9,,2.23889347065771,41600,7.9
78,1976-02-01,11.94,100.6,8.425460636515913,143.4958468992517,2.8174114429259767,,39.1241,7.79,,61.6,,1107.7,59.9,,,42700,7.7
79,1976-03-01,11.67,101.1,8.663239074550129,147.54550303226168,2.8221416999289595,,39.2461,7.73,,61.3,,1114.9,60.0,,,43600,7.6
80,1976-04-01,11.51,101.9,8.853171155516943,150.78027748406427,2.1923910829700466,1852.332,39.4607,7.56,,61.3,,1125.4,60.6,,1.45781081336651,43300,7.7
81,1976-05-01,11.18,101.2,9.051878354203936,154.16450286837028,2.2444748350218813,,39.6546,7.9,,61.6,,1122.7,60.8,,,43600,7.4
82,1976-06-01,11.01,101.8,9.24613987284287,157.47301291187048,2.1460906901020538,,39.6982,7.86,,61.7,,1140.5,61.2,,,46100,7.6
83,1976-07-01,11.14,104.2,9.353680430879713,159.3045594726169,1.1630859960566342,1886.558,39.9823,7.83,,62.0,,1149.6,61.6,,-0.134851766601525,44600,7.8
84,1976-08-01,10.93,103.3,9.451052150045745,160.9629183337585,1.0409989937712139,,40.2314,7.77,,62.2,,1158.0,61.4,,,44200,7.8
85,1976-09-01,11.05,105.5,9.547511312217194,162.60573523886578,1.0206182405943176,,40.3114,7.59,,62.5,,1168.8,61.8,,,44700,7.6
86,1976-10-01,10.54,101.9,9.667931688804556,164.65664078193362,1.2612750343984347,1934.273,40.2677,7.41,,62.8,,1176.8,61.9,,1.12255495228986,45300,7.7
87,1976-11-01,10.34,101.2,9.787234042553193,166.68850503562666,1.2340007934353636,,40.8165,7.29,,62.8,,1189.0,62.0,,,45800,7.8
88,1976-12-01,10.57,104.7,9.905392620624408,168.70088939776545,1.2072724281189329,,41.2484,6.87,,62.9,,1211.5,62.5,,,45900,7.8
89,1977-01-01,10.41,103.8,9.971181556195965,169.82135502376647,0.6641729216727343,1988.648,41.1187,7.21,,63.1,,1215.0,62.8,,1.30347292314823,45500,7.5
90,1977-02-01,10.08,101.0,10.019841269841269,170.65008915720315,0.4880034865583971,,41.8867,7.39,,64.2,,1231.3,63.5,,,47400,7.6
91,1977-03-01,9.98,100.6,10.080160320641282,171.67739598968586,0.60199607135063,,42.4905,7.46,,64.5,,1238.3,64.1,,,46200,7.4
92,1977-04-01,9.72,99.05,10.190329218106996,173.5537063691189,1.0929280285365994,2055.909,42.9302,7.37,,65.2,,1247.3,64.9,,0.968334791364911,48700,7.2
93,1977-05-01,9.58,98.76,10.308977035490607,175.5744230720634,1.1643178041077284,,43.2782,7.46,,65.5,,1257.1,65.2,,,49300,7.0
94,1977-06-01,9.53,99.29,10.418677859391398,177.4427615891251,1.0641290937318582,,43.6554,7.28,,65.9,,1263.6,65.0,,,48700,7.2
95,1977-07-01,9.53,100.2,10.514165792235048,179.0690372769698,0.9165072011279918,2118.473,43.6594,7.33,,66.1,,1280.5,65.1,,0.051733959406244,48600,6.9
96,1977-08-01,9.21,97.75,10.613463626492942,180.76020022185898,0.9444195214348694,,43.9009,7.4,,66.4,,1285.7,65.0,,,49000,7.0
97,1977-09-01,8.99,96.23,10.704115684093438,182.30411506992857,0.854123223018477,,43.9072,7.34,,66.6,,1294.5,65.3,,,48500,6.8
98,1977-10-01,8.7,93.74,10.77471264367816,183.5064671953681,0.6595309847933661,2164.27,43.9961,7.52,,66.8,,1311.4,65.6,,1.46550961652122,51400,6.8
99,1977-11-01,8.71,94.28,10.824339839265212,184.35167872352304,0.46058950459499926,,44.1161,7.58,,67.4,,1327.0,65.8,,,51800,6.8
100,1977-12-01,8.62,93.82,10.883990719257541,185.36760579410802,0.5510809978077846,,44.5899,7.69,,67.5,,1336.0,66.2,,,52700,6.4
101,1978-01-01,8.28,90.25,10.899758454106282,185.63614950505917,0.1448708957537237,2202.76,43.9192,7.96,,68.1,,1329.5,66.8,,-0.86943490459933,52300,6.4
102,1978-02-01,8.16,88.98,10.904411764705882,185.71540104680648,0.042691868991351356,,44.0819,8.03,,68.8,,1355.1,67.5,,,53200,6.3
103,1978-03-01,8.13,88.82,10.924969249692495,186.06552003086387,0.1885244745906567,,44.8703,8.04,,69.6,,1377.5,68.1,,,53200,6.3
104,1978-04-01,8.41,92.71,11.023781212841854,187.74840799955757,0.904459874357455,2331.633,45.5733,8.15,,70.7,,1396.4,69.0,,3.72403893275103,53300,6.1
105,1978-05-01,8.75,97.41,11.132571428571428,189.6012377514182,0.9868684222691382,,45.8117,8.35,,71.7,,1412.0,69.5,,,55700,6.0
106,1978-06-01,8.7,97.66,11.22528735632184,191.180302819497,0.8328347888472365,,46.1505,8.46,,72.8,,1425.8,70.0,,,56700,5.9
107,1978-07-01,8.57,97.19,11.340723453908984,193.14632002622648,1.0283576172518405,2395.053,46.1084,8.64,,73.1,,1426.8,70.4,,-0.428397935761403,54800,6.2
108,1978-08-01,9.07,103.9,11.455347298787212,195.09850358095866,1.0107278018380628,,46.3688,8.41,,73.4,,1447.0,70.4,,,56100,5.9
109,1978-09-01,8.98,103.9,11.570155902004455,197.05383379502172,1.0022271714922093,,46.6253,8.42,,73.7,,1452.9,71.0,,,57300,6.0
110,1978-10-01,8.51,100.6,11.821386603995299,201.33259835218155,2.171368338669666,2476.949,46.9399,8.64,,74.3,,1466.9,71.8,,1.46489376741997,58300,5.8
111,1978-11-01,7.84,94.71,12.080357142857142,205.743181749234,2.190695115024144,,47.3857,8.81,,74.8,,1480.6,72.1,,,58700,5.9
112,1978-12-01,7.79,96.11,12.337612323491657,210.12455050839472,2.1295329069523694,,47.7254,9.01,,75.2,,1496.5,72.7,,,59900,6.0
113,1979-01-01,7.88,99.71,12.653553299492385,215.5054097726246,2.5607951337484947,2526.61,47.3727,9.1,,76.5,335.0,1502.4,73.8,,-0.321349349655364,60300,5.9
114,1979-02-01,7.57,98.23,12.976221928665787,221.0008491567203,2.5500238671009923,,47.5167,9.1,,77.7,,1517.8,74.9,,,61200,5.9
115,1979-03-01,7.53,100.1,13.293492695883133,226.40435638348418,2.4450164998832458,,47.7473,9.12,,78.4,,1531.2,75.8,,,60400,5.8
116,1979-04-01,7.55,102.1,13.52317880794702,230.31619035832466,1.7278086152258343,2591.247,46.9632,9.18,,78.9,335.0,1538.4,76.9,,-1.01673268407469,62600,5.8
117,1979-05-01,7.25,99.73,13.755862068965518,234.27906942684956,1.7206254854942982,,47.5953,9.25,,79.7,,1558.8,77.5,,,62800,5.6
118,1979-06-01,7.27,101.7,13.988995873452547,238.24962179887325,1.6947960318168587,,47.6561,8.91,,80.0,,1575.7,78.0,,,64200,5.7
119,1979-07-01,7.23,102.7,14.204702627939142,241.92337030382652,1.541974537972024,2667.565,47.6781,8.95,,80.4,330.0,1586.1,79.2,,-0.210492605833848,63800,5.7
120,1979-08-01,7.45,107.4,14.416107382550337,245.52385051614715,1.4882730047117265,,47.0565,9.03,,80.3,,1615.6,79.6,,,64000,6.0
121,1979-09-01,7.42,108.6,14.63611859838275,249.27090923556943,1.5261485642006356,,47.1273,9.33,,80.9,,1633.9,80.9,,,66000,5.9
122,1979-10-01,7.11,104.5,14.69760900140647,250.31816562174532,0.4201277996648267,2723.883,47.3641,10.3,,81.5,326.0,1641.6,82.1,,-0.918655583863932,62300,6.0
123,1979-11-01,7.01,103.7,14.793152639087019,251.94539003074513,0.6500624535011434,,47.19,10.65,,82.1,,1657.3,82.6,,,63900,5.9
124,1979-12-01,7.25,107.8,14.86896551724138,253.23657559625366,0.5124862833771227,,47.3456,10.39,,82.8,,1666.3,83.4,,,61500,6.0
125,1980-01-01,7.39,110.9,15.006765899864684,255.58348379043267,0.9267650964925433,2789.842,47.5693,10.8,,83.3,321.0,1697.3,85.2,,-2.21348280294348,62900,6.3
126,1980-02-01,7.61,115.3,15.151116951379763,258.04195784681605,0.9619064659120324,,47.5114,12.41,,83.4,,1701.4,86.9,,,64900,6.3
127,1980-03-01,6.85,104.7,15.284671532846717,260.31655488093156,0.8814834041314112,,47.1231,12.75,,84.1,,1708.2,87.5,,,62600,6.3
128,1980-04-01,6.79,103.0,15.169366715758468,258.35277354084286,-0.7543820411217816,2797.352,46.1501,11.47,,84.6,315.0,1695.2,87.8,,-5.32353969817104,63100,6.9
129,1980-05-01,7.15,107.7,15.062937062937063,256.5401470476858,-0.7016090705410982,,44.6972,10.18,,85.2,,1700.1,88.3,,,63100,7.5
130,1980-06-01,7.67,114.6,14.941329856584094,254.46902834955281,-0.8073273216562038,,43.9726,9.78,,85.7,,1718.8,88.7,,,64900,7.6
131,1980-07-01,8.07,119.8,14.845105328376704,252.83020754636047,-0.6440158214229386,2856.483,43.4656,10.25,,86.5,319.0,1747.1,90.3,,2.01552648984059,64000,7.8
132,1980-08-01,8.38,123.5,14.737470167064437,250.99704977671857,-0.7250548846327143,,43.7938,11.1,,87.9,,1763.8,91.5,,,63400,7.7
133,1980-09-01,8.64,126.5,14.641203703703702,249.35751476683728,-0.6532088768930855,,44.5709,11.51,,88.9,,1780.5,91.7,,,68300,7.5
134,1980-10-01,8.86,130.2,14.695259593679458,250.2781523493507,0.36920386513084047,2985.557,45.4058,11.75,,89.6,315.0,1817.1,92.8,,0.608899836574266,65600,7.5
135,1980-11-01,9.19,135.7,14.766050054406964,251.48380003470768,0.48172310448979516,,46.214,12.68,,90.6,,1826.8,93.2,,,66700,7.5
136,1980-12-01,9.01,133.5,14.81687014428413,252.3493280041595,0.34416847897653646,,46.4002,12.84,,91.2,,1851.7,93.8,,,67000,7.2
137,1981-01-01,9.02,133.0,14.745011086474502,251.12548081020495,-0.4849813564529848,3124.206,46.2204,12.57,,91.5,314.0,1870.0,95.2,,0.979626682132786,67600,7.5
138,1981-02-01,8.76,128.4,14.657534246575343,249.63564378325387,-0.5932639818724939,,45.9828,13.19,,92.0,,1884.2,96.1,,,66200,7.4
139,1981-03-01,9.14,133.2,14.573304157549233,248.2011028743785,-0.5746538784024424,,46.1268,13.12,,92.5,,1902.9,97.0,,,66700,7.4
140,1981-04-01,9.13,134.4,14.720700985761226,250.71145021406886,1.011416674067278,3162.532,46.3707,13.68,,92.6,311.0,1904.4,98.0,,-2.01342244171232,68700,7.2
141,1981-05-01,8.86,131.7,14.864559819413092,253.16154120130173,0.9772553208642343,,46.5818,14.1,,92.7,,1913.8,98.3,,,70800,7.5
142,1981-06-01,8.81,132.3,15.017026106696935,255.7582275975991,1.0257033449771136,,46.3602,13.47,,93.1,,1934.5,98.5,,,68800,7.5
143,1981-07-01,8.55,129.1,15.09941520467836,257.16141418883086,0.5486379087047188,3260.609,46.4651,14.28,,93.8,309.0,1942.1,99.0,,-0.603936833066936,69500,7.2
144,1981-08-01,8.54,129.6,15.175644028103045,258.45968380842305,0.5048461969644036,,46.4487,14.94,,94.3,,1966.6,99.0,,,72600,7.4
145,1981-09-01,7.75,118.3,15.264516129032257,259.9732838284958,0.5856232576662679,,46.2541,15.32,,94.7,,1965.5,98.8,,,65800,7.6
146,1981-10-01,7.83,119.8,15.300127713920817,260.57979245199607,0.2332965197686665,3280.818,45.797,15.15,,94.8,312.0,1963.9,98.9,,-2.77713445057316,69600,7.9
147,1981-11-01,8.02,122.9,15.32418952618454,260.9895943937142,0.15726543407759142,,45.1891,13.39,,95.0,,1970.6,98.8,,,71200,8.3
148,1981-12-01,8.06,123.8,15.359801488833746,261.59610945093783,0.2323905129753001,,44.4055,13.72,,95.2,,1988.8,98.8,,,68400,8.5
149,1982-01-01,7.73,117.3,15.174644243208279,258.44265625510803,-1.2054663972061896,3274.302,43.3192,14.59,,95.5,312.0,1997.1,99.7,,-0.303010355995704,66200,8.6
150,1982-02-01,7.64,114.5,14.986910994764399,255.24533059675193,-1.2371509040675188,,44.5513,14.43,,96.2,,2021.2,99.8,,,65700,8.9
151,1982-03-01,7.48,110.8,14.812834224598928,252.28059138093735,-1.161525348527681,,44.2051,13.86,,96.1,,2024.1,99.6,,,67200,9.0
152,1982-04-01,7.97,116.3,14.592220828105395,248.5232767921114,-1.4893395358949735,3331.972,43.8757,13.87,,96.3,314.0,2026.3,99.6,,-0.524048105983202,70200,9.3
153,1982-05-01,8.09,116.4,14.38813349814586,245.04742122558886,-1.3986036283555436,,43.7735,13.62,,97.1,,2044.5,99.8,,,69300,9.4
154,1982-06-01,7.74,109.7,14.17312661498708,241.3855923809649,-1.494334780716955,,43.7298,14.3,,98.0,,2048.1,100.0,,,69300,9.6
155,1982-07-01,7.83,109.4,13.971902937420179,237.95850829923512,-1.419755026771019,3366.322,43.6733,13.95,,98.1,311.0,2072.2,100.4,,-0.549939337424259,70900,9.8
156,1982-08-01,7.97,109.7,13.764115432873275,234.41963425704748,-1.4871811340057217,,43.2538,13.06,,97.9,,2080.1,100.3,,,70100,9.8
157,1982-09-01,9.03,122.4,13.55481727574751,230.8550319632513,-1.5206073949793564,,43.1493,12.34,,98.0,,2104.6,100.0,,,67800,10.1
158,1982-10-01,10.01,132.7,13.256743256743256,225.77846871752158,-2.1990264637323675,3402.561,42.6066,10.91,,98.1,313.0,2125.8,100.2,,2.65536257729895,69700,10.4
159,1982-11-01,10.67,138.1,12.942830365510778,220.4321502047068,-2.3679487876692606,,42.351,10.55,,98.2,,2149.3,100.3,,,73500,10.8
160,1982-12-01,11.03,139.4,12.638259292837716,215.2449342292599,-2.35320300175349,,42.198,10.54,,98.1,,2161.6,100.5,,,71700,10.8
161,1983-01-01,11.48,144.3,12.569686411149826,214.07705461333956,-0.5425816965691777,3473.413,43.2063,10.46,,98.0,315.0,2174.0,100.2,,0.858002426722804,73500,10.4
162,1983-02-01,11.75,146.8,12.493617021276597,212.78150034113037,-0.6051812860323413,,43.2041,10.72,,98.2,,2177.0,100.5,,,73800,10.4
163,1983-03-01,12.23,151.9,12.420278004905969,211.53244765204047,-0.5870118817131398,,43.6187,10.51,,98.8,,2202.8,100.4,,,72500,10.3
164,1983-04-01,12.64,157.7,12.476265822784809,212.4859883175497,0.4507774935208708,3578.848,44.1489,10.4,,99.2,314.0,2226.4,100.4,,2.88385506949909,74700,10.2
165,1983-05-01,13.09,164.1,12.536287242169594,213.50822612486758,0.48108480724393665,,44.703,10.38,,99.5,,2245.9,100.8,,,74500,10.1
166,1983-06-01,13.22,166.4,12.586989409984872,214.37174573811566,0.40444325210358123,,45.0676,10.85,,99.6,,2276.0,101.0,,,75800,10.1
167,1983-07-01,13.02,167.0,12.82642089093702,218.44955520347185,1.9022140493914819,3689.179,45.7459,11.38,,99.6,315.0,2304.4,101.3,,1.31728721364586,75200,9.4
168,1983-08-01,12.43,162.4,13.065164923572004,222.51565658748666,1.8613456915613558,,46.144,11.85,,99.6,,2320.4,101.8,,,76800,9.5
169,1983-09-01,12.57,167.2,13.30151153540175,226.54092697796136,1.8089829957165904,,47.032,11.65,,100.0,,2334.9,102.0,,,81000,9.2
170,1983-10-01,12.38,167.7,13.546042003231015,230.70557839437828,1.8383660171135574,3794.706,47.5157,11.54,,100.3,312.0,2357.6,102.2,,2.40498952576668,75900,8.8
